Inn; FullName ; shortname ; region ; founder ; Kpp ; students_2018 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
6662000973;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""УРАЛЬСКИЙ ГОСУДАРСТВЕННЫЙ ЛЕСОТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ"" "; УРАЛЬСКИЙ ГОСУДАРСТВЕННЫЙ ЛЕСОТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ ; Свердловская область ; Министерство образования и науки Российской Федерации ; 668 501 001.00   ; 4 662.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
6660008631;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""УРАЛЬСКИЙ ГОСУДАРСТВЕННЫЙ АГРАРНЫЙ УНИВЕРСИТЕТ"" "; УРАЛЬСКИЙ ГОСУДАРСТВЕННЫЙ АГРАРНЫЙ УНИВЕРСИТЕТ ; Свердловская область ; Министерство сельского хозяйства Российской Федерации ; 667 001 001.00   ; 5 008.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
6660009018;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""УРАЛЬСКИЙ ГОСУДАРСТВЕННЫЙ АРХИТЕКТУРНО-ХУДОЖЕСТВЕННЫЙ УНИВЕРСИТЕТ"" "; УРАЛЬСКИЙ ГОСУДАРСТВЕННЫЙ АРХИТЕКТУРНО-ХУДОЖЕСТВЕННЫЙ УНИВЕРСИТЕТ ; Свердловская область ; Министерство образования и науки Российской Федерации ; 667 001 001.00   ; 2 060.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
6661002537;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""УРАЛЬСКАЯ ГОСУДАРСТВЕННАЯ КОНСЕРВАТОРИЯ ИМЕНИ М.П. МУСОРГСКОГО"" "; УРАЛЬСКАЯ ГОСУДАРСТВЕННАЯ КОНСЕРВАТОРИЯ ИМЕНИ М.П. МУСОРГСКОГО ; Свердловская область ; Министерство культуры Российской Федерации ; 667 101 001.00   ; 497.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
6658040878;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ЕКАТЕРИНБУРГСКИЙ ГОСУДАРСТВЕННЫЙ ТЕАТРАЛЬНЫЙ ИНСТИТУТ"" "; ЕКАТЕРИНБУРГСКИЙ ГОСУДАРСТВЕННЫЙ ТЕАТРАЛЬНЫЙ ИНСТИТУТ ; Свердловская область ; Министерство культуры Российской Федерации ; 665 801 001.00   ; 512.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
6673147544; ЕКАТЕРИНБУРГСКАЯ АКАДЕМИЯ СОВРЕМЕННОГО ИСКУССТВА ;" МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ЕКАТЕРИНБУРГСКАЯ АКАДЕМИЯ СОВРЕМЕННОГО ИСКУССТВА"" (ИНСТИТУТ) "; Свердловская область ; Администрация города Екатеринбурга в лице Управления культуры Администрации города Екатеринбурга ; 667 001 001.00   ; 345.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
6500005706;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""САХАЛИНСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ"" "; САХАЛИНСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ; Сахалинская область ; Министерство образования и науки Российской Федерации ; 650 101 001.00   ; 4 856.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
6452006471;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""САРАТОВСКИЙ ГОСУДАРСТВЕННЫЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ ИМЕНИ В.И.РАЗУМОВСКОГО"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ "; САРАТОВСКИЙ ГОСУДАРСТВЕННЫЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ ИМЕНИ В.И.РАЗУМОВСКОГО ; Саратовская область ; Министерство здравоохранения Российской Федерации ; 645 201 001.00   ; 6 855.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
6452022089;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""САРАТОВСКИЙ НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ИМЕНИ Н.Г. ЧЕРНЫШЕВСКОГО"" "; САРАТОВСКИЙ НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ИМЕНИ Н.Г. ЧЕРНЫШЕВСКОГО ; Саратовская область ; Министерство образования и науки Российской Федерации ; 645 201 001.00   ; 19 994.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
6454004110;" федеральное государственное бюджетное образовательное учреждение высшего образования ""Саратовский государственный технический университет имени Гагарина Ю.А."" "; Саратовский государственный технический университет имени Гагарина Ю.А. ; Саратовская область ; Министерство образования и науки Российской Федерации ; 645 401 001.00   ; 12 293.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
6454006276;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""САРАТОВСКАЯ ГОСУДАРСТВЕННАЯ ЮРИДИЧЕСКАЯ АКАДЕМИЯ"" "; САРАТОВСКАЯ ГОСУДАРСТВЕННАЯ ЮРИДИЧЕСКАЯ АКАДЕМИЯ ; Саратовская область ; Министерство образования и науки Российской Федерации ; 645 401 001.00   ; 13 001.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
6455024197;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""САРАТОВСКИЙ ГОСУДАРСТВЕННЫЙ АГРАРНЫЙ УНИВЕРСИТЕТ ИМЕНИ Н.И. ВАВИЛОВА"" "; САРАТОВСКИЙ ГОСУДАРСТВЕННЫЙ АГРАРНЫЙ УНИВЕРСИТЕТ ИМЕНИ Н.И. ВАВИЛОВА ; Саратовская область ; Министерство сельского хозяйства Российской Федерации ; 645 501 001.00   ; 9 320.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
6455008075;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""САРАТОВСКАЯ ГОСУДАРСТВЕННАЯ КОНСЕРВАТОРИЯ ИМЕНИ Л.В. СОБИНОВА"" "; САРАТОВСКАЯ ГОСУДАРСТВЕННАЯ КОНСЕРВАТОРИЯ ИМЕНИ Л.В. СОБИНОВА ; Саратовская область ; Министерство культуры Российской Федерации ; 645 501 001.00   ; 520.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
7801002274;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""САНКТ-ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ"" "; САНКТ-ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ; Санкт-Петербург ; Правительство Российской Федерации ; 780 101 001.00   ; 19 343.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
7804040077;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""САНКТ-ПЕТЕРБУРГСКИЙ ПОЛИТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ ПЕТРА ВЕЛИКОГО"" "; САНКТ-ПЕТЕРБУРГСКИЙ ПОЛИТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ ПЕТРА ВЕЛИКОГО ; Санкт-Петербург ; Министерство образования и науки Российской Федерации ; 780 401 001.00   ; 28 774.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
7813047463;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ПЕРВЫЙ САНКТ-ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ ИМЕНИ АКАДЕМИКА И.П. ПАВЛОВА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ "; ПЕРВЫЙ САНКТ-ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ ИМЕНИ АКАДЕМИКА И.П. ПАВЛОВА ; Санкт-Петербург ; Министерство здравоохранения Российской Федерации ; 781 301 001.00   ; 5 490.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
7813045547;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""САНКТ-ПЕТЕРБУРГСКИЙ НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ УНИВЕРСИТЕТ ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ. МЕХАНИКИ И ОПТИКИ"" "; САНКТ-ПЕТЕРБУРГСКИЙ НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ УНИВЕРСИТЕТ ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ. МЕХАНИКИ И ОПТИКИ ; Санкт-Петербург ; Министерство образования и науки Российской Федерации ; 781 301 001.00   ; 11 577.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
7842461679;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""СЕВЕРО-ЗАПАДНЫЙ ГОСУДАРСТВЕННЫЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ ИМЕНИ И.И. МЕЧНИКОВА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ "; СЕВЕРО-ЗАПАДНЫЙ ГОСУДАРСТВЕННЫЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ ИМЕНИ И.И. МЕЧНИКОВА ; Санкт-Петербург ; Министерство здравоохранения Российской Федерации ; 784 201 001.00   ; 4 511.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
7801021076;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""САНКТ-ПЕТЕРБУРГСКИЙ ГОРНЫЙ УНИВЕРСИТЕТ"" "; САНКТ-ПЕТЕРБУРГСКИЙ ГОРНЫЙ УНИВЕРСИТЕТ ; Санкт-Петербург ; Министерство образования и науки Российской Федерации ; 780 101 001.00   ; 7 164.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
7805029012;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ МОРСКОГО И РЕЧНОГО ФЛОТА ИМЕНИ АДМИРАЛА С.О. МАКАРОВА"" "; ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ МОРСКОГО И РЕЧНОГО ФЛОТА ИМЕНИ АДМИРАЛА С.О. МАКАРОВА ; Санкт-Петербург ; Федеральное агентство морского и речного транспорта ; 780 501 001.00   ; 10 107.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
7802010020;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""САНКТ ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ ПЕДИАТРИЧЕСКИЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ "; САНКТ ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ ПЕДИАТРИЧЕСКИЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ ; Санкт-Петербург ; Министерство здравоохранения Российской Федерации ; 780 201 001.00   ; 3 999.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
7808027849;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""РОССИЙСКИЙ ГОСУДАРСТВЕННЫЙ ПЕДАГОГИЧЕСКИЙ УНИВЕРСИТЕТ ИМ. А. И. ГЕРЦЕНА"" "; РОССИЙСКИЙ ГОСУДАРСТВЕННЫЙ ПЕДАГОГИЧЕСКИЙ УНИВЕРСИТЕТ ИМ. А. И. ГЕРЦЕНА ; Санкт-Петербург ; Министерство образования и науки Российской Федерации ; 784 001 001.00   ; 17 244.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
7840483155;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""САНКТ-ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ ЭКОНОМИЧЕСКИЙ УНИВЕРСИТЕТ"" "; САНКТ-ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ ЭКОНОМИЧЕСКИЙ УНИВЕРСИТЕТ ; Санкт-Петербург ; Министерство образования и науки Российской Федерации ; 784 001 001.00   ; 16 401.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
7813045402;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""САНКТ-ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ ЭЛЕКТРОТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ ""ЛЭТИ"" ИМ. В.И. УЛЬЯНОВА (ЛЕНИНА)"" "; САНКТ-ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ ЭЛЕКТРОТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ  ; Санкт-Петербург ; Министерство образования и науки Российской Федерации ; 781 301 001.00   ; 8 337.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
7812009592;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ПУТЕЙ СООБЩЕНИЯ ИМПЕРАТОРА АЛЕКСАНДРА I"" "; ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ПУТЕЙ СООБЩЕНИЯ ИМПЕРАТОРА АЛЕКСАНДРА I ; Санкт-Петербург ; Федеральное агентство железнодорожного транспорта ; 783 801 001.00   ; 11 337.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
7812043522;" федеральное государственное бюджетное образовательное учреждение высшего образования ""Санкт-Петербургский государственный морской технический университет"" "; Санкт-Петербургский государственный морской технический университет ; Санкт-Петербург ; Министерство образования и науки Российской Федерации ; 783 901 001.00   ; 4 643.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
7810251630;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""САНКТ-ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ГРАЖДАНСКОЙ АВИАЦИИ"" "; САНКТ-ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ГРАЖДАНСКОЙ АВИАЦИИ ; Санкт-Петербург ; Федеральное агентство воздушного транспорта ; 781 001 001.00   ; 6 229.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
7812003110;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""САНКТ-ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ АЭРОКОСМИЧЕСКОГО ПРИБОРОСТРОЕНИЯ"" "; САНКТ-ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ АЭРОКОСМИЧЕСКОГО ПРИБОРОСТРОЕНИЯ ; Санкт-Петербург ; Министерство образования и науки Российской Федерации ; 783 801 001.00   ; 13 331.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
7809011023;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""САНКТ-ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ АРХИТЕКТУРНО-СТРОИТЕЛЬНЫЙ УНИВЕРСИТЕТ"" "; САНКТ-ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ АРХИТЕКТУРНО-СТРОИТЕЛЬНЫЙ УНИВЕРСИТЕТ ; Санкт-Петербург ; Министерство образования и науки Российской Федерации ; 783 901 001.00   ; 12 677.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
7808042283;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""САНКТ-ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ПРОМЫШЛЕННЫХ ТЕХНОЛОГИЙ И ДИЗАЙНА"" "; САНКТ-ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ПРОМЫШЛЕННЫХ ТЕХНОЛОГИЙ И ДИЗАЙНА ; Санкт-Петербург ; Министерство образования и науки Российской Федерации ; 784 001 001.00   ; 11 674.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
7808004760;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""САНКТ-ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ТЕЛЕКОММУНИКАЦИЙ ИМ. ПРОФ. М.А. БОНЧ-БРУЕВИЧА"" "; САНКТ-ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ТЕЛЕКОММУНИКАЦИЙ ИМ. ПРОФ. М.А. БОНЧ-БРУЕВИЧА ; Санкт-Петербург ; Федеральное агентство связи ; 784 001 001.00   ; 6 873.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
7809003047;" Федеральное государственное бюджетное образовательное учреждение высшего образования ""Балтийский государственный технический университет ""ВОЕНМЕХ"" им. Д.Ф. Устинова"" "; Балтийский государственный технический университет  ; Санкт-Петербург ; Министерство образования и науки Российской Федерации ; 783 901 001.00   ; 5 634.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
7809012725;" Федеральное государственное бюджетное образовательное учреждение высшего образования ""Санкт-Петербургский государственный технологический институт (технический университет)"" "; Санкт-Петербургский государственный технологический институт (технический университет) ; Санкт-Петербург ; Министерство образования и науки Российской Федерации ; 783 801 001.00   ; 8 639.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
7802071697;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""САНКТ-ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ ЛЕСОТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ ИМЕНИ С.М. КИРОВА"" "; САНКТ-ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ ЛЕСОТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ ИМЕНИ С.М. КИРОВА ; Санкт-Петербург ; Министерство образования и науки Российской Федерации ; 780 201 001.00   ; 8 143.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
7812047911;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""НАЦИОНАЛЬНЫЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ФИЗИЧЕСКОЙ КУЛЬТУРЫ. СПОРТА И ЗДОРОВЬЯ ИМЕНИ П.Ф. ЛЕСГАФТА. САНКТ-ПЕТЕРБУРГ"" "; НАЦИОНАЛЬНЫЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ФИЗИЧЕСКОЙ КУЛЬТУРЫ. СПОРТА И ЗДОРОВЬЯ ИМЕНИ П.Ф. ЛЕСГАФТА. САНКТ-ПЕТЕРБУРГ ; Санкт-Петербург ; Министерство спорта Российской Федерации ; 783 901 001.00   ; 5 436.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
7825011824;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""САНКТ-ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ ИНСТИТУТ КУЛЬТУРЫ"" "; САНКТ-ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ ИНСТИТУТ КУЛЬТУРЫ ; Санкт-Петербург ; Министерство культуры Российской Федерации ; 784 101 001.00   ; 5 146.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
7816009843;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""САНКТ-ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ ИНСТИТУТ КИНО И ТЕЛЕВИДЕНИЯ"" "; САНКТ-ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ ИНСТИТУТ КИНО И ТЕЛЕВИДЕНИЯ ; Санкт-Петербург ; Министерство культуры Российской Федерации ; 781 601 001.00   ; 3 322.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
7806012117;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""РОССИЙСКИЙ ГОСУДАРСТВЕННЫЙ ГИДРОМЕТЕОРОЛОГИЧЕСКИЙ УНИВЕРСИТЕТ"" "; РОССИЙСКИЙ ГОСУДАРСТВЕННЫЙ ГИДРОМЕТЕОРОЛОГИЧЕСКИЙ УНИВЕРСИТЕТ ; Санкт-Петербург ; Министерство образования и науки Российской Федерации ; 781 601 001.00   ; 5 487.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
7812036476;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""САНКТ-ПЕТЕРБУРГСКАЯ ГОСУДАРСТВЕННАЯ КОНСЕРВАТОРИЯ ИМЕНИ Н.А.РИМСКОГО-КОРСАКОВА"" "; САНКТ-ПЕТЕРБУРГСКАЯ ГОСУДАРСТВЕННАЯ КОНСЕРВАТОРИЯ ИМЕНИ Н.А.РИМСКОГО-КОРСАКОВА ; Санкт-Петербург ; Министерство культуры Российской Федерации ; 783 801 001.00   ; 974.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
